Tow,Date,Time,Month,Year,SamplingPeriod,Location,Habitat,Basin,Basin2,Latitude,Longitude,Preservative,Start Depth,End Depth,Average Depth,Tow Time,Fish Start,Fish End,Difference,Rotor Constant,Distance (m) (Difference x RC),Fish Diameter(m),Fish Dia Squared,pi,Fish Volume2,Water Temperature (oC),Temp Corrected,Source for Temp correction,EC,Salinity,EstSalinity,NTU,Secchi (cm),Warp Length (ft),Wire Angle (degrees),longfin_smelt,LFden,Pacific_herring,PHden,delta_smelt,American shad,arrow_goby,bay_pipefish,bigscale_logperch,bluegill,cheekspot_goby,Chinook_salmon,common_carp,fish_eggs,gobies,golden_shiner,inland_silverside,inland_silverside_eggs,jacksmelt,larval_postlarval_fish,longjaw_mudsucker,minnows_and_carps,No_eggs,no_fish,northern_anchovy,Pacific_staghorn_sculpin,prickly_sculpin,rainwater_killifish,Sample_Voided,shimofuri_goby,smelts,splittail,striped_bass,striped bass eggs,sunfishes,threadfin_shad,threespine_stickleback,tule_perch,wakasagi_smelt,white_croaker,yellowfin_goby,Mysid,Mysid Den,Comments,,,,,,,
1,1/17/2017,12:17:00 PM,1,2017,1,South Hampton Shoal,Shoal,WSB,SB,38.056887,-122.187003,Formadahyde,6.2,6.7,6.5,10,939577,942274,2697,26873,72.48,0.75,0.5625,3.14,176.07,8.9,8.9,SLS 401,19.5,0.1,0,97.4,,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,5,0,,0,0,0,0,,0,,0,,0,0,0,5,269.7744685,,,,,,,,
63,2/10/2017,9:42:00 AM,2,2017,1,Behind rock wall,Shoal,SBP,San Pablo Bay,38.091165,-122.334457,Formadahyde,8.7,8.7,8.7,10,590925,593864,2939,26873,78.98,0.75,0.5625,3.14,176.07,10.75,10.75,Regression,1059,0.52,0.6,70,13,na,na,5,28.39779633,92,496.3850221,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,67,0,,0,0,0,0,,0,,0,,0,0,18,2,107.9097874,,,,,,,,
38,2/6/2017,10:56:00 AM,2,2017,1,Chipps Island Channel,Channel Bottom,SB,SB,38.05028,-121.924355,Formadahyde,33.2,30,31.6,10,331856,336080,4224,26873,113.51,0.75,0.5625,3.14,176.07,9.2,9.2,SLS 508,243,0.12,0.1,28.2,28.5,6,19,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,20,0,,0,0,0,0,,0,,0,,0,0,0,0,0,6 ft line and 19 degree angle; same track as 36,,,,,,,
47,2/6/2017,3:00:00 PM,2,2017,1,Grizzly Bay,Shoal,SB,SB,38.133387,-122.017967,Formadahyde,5.3,4.8,5.1,10,395473,400743,5270,26873,141.62,0.75,0.5625,3.14,176.07,9.1,9.1,SLS 609,320,0.15,0.2,72.8,37,na,na,1,5.679559266,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,157,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
25,1/26/2017,9:14:00 AM,1,2017,1,Behind rock wall,Shoal,SBP,San Pablo Bay,38.072073,-122.291692,Formadahyde,7.8,7.7,7.8,10,184584,190665,6081,26873,163.41,0.75,0.5625,3.14,176.07,8.35,8.35,Regression,3428,1.78,2,54.6,,na,na,9,51.1160334,472,2546.670983,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,19,0,,0,0,0,0,,0,,0,,0,0,4,0,0,cannot read zoop numbers well; zoop numbers are wrong,,,,,,,
24,1/26/2017,8:36:00 AM,1,2017,1,Benicia shoal,Shoal,WSB,SB,38.023703,-122.158945,Formadahyde,4,7.9,6,10,178364,184584,6220,26873,167.15,0.75,0.5625,3.14,176.07,8.35,8.35,Regression,241,0.11,0.1,38,,na,na,0,0,1,5.395489371,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,53,0,,0,0,0,0,,0,,0,,0,0,2,0,0,cannot read zoop numbers well; zoop numbers are wrong,,,,,,,
140,4/1/2016,10:20:00 AM,4,2016,2,Mallard,Tidal Marsh,SB,SB,38.050324,-121.83455,,4.9,4.9,4.9,10,263376,269693,6317,26873,169.76,0.75,0.5625,3.14,176.07,10.04,,,2.17,0.1,0,13.2,48,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,1,0,0,0,0,0,2,0,4,,,,,,,,,,
53,2/8/2017,10:14:00 AM,2,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.033672,-122.274008,Formadahyde,12.2,,12.2,10,469560,476324,6764,26873,181.77,0.75,0.5625,3.14,176.07,10.75,10.75,Regression,2232,1.14,1.3,90,23,na,na,13,73.83427046,743,4008.848603,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,27,0,,0,0,0,0,,0,,0,,0,0,23,25,1348.872343,,,,,,,,
2,1/17/2017,1:32:00 PM,1,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.090972,-122.420623,Formadahyde,8.2,7.9,8.1,10,942274,949929,7655,26873,205.71,0.75,0.5625,3.14,176.07,8.34,8.34,Regression,941,0.46,0.5,133,15,na,na,9,51.1160334,1,5.395489371,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,4,1,,0,0,0,0,,0,,0,,0,0,15,11,593.5038308,Zoop cod end in fish net when pulled out,,,,,,,
206,5/16/2016,1:12:00 PM,5,2016,2,Ryer,Tidal Marsh,SB,SB,38.086116,-122.0177,,7.1,7.7,7.4,10,981221,989178,7957,26873,213.83,0.75,0.5625,3.14,176.07,14.8,,,7657,4.3,4.7,40.8,37,,,0,0,0,0,0,0,,,0,,,,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,57,0,0,0,0,0,0,0,312,,,,,,,,,,
120,2/28/2017,10:37:00 AM,2,2017,1,Carquinez Straight,Channel Bottom,WSB,SB,38.057447,-122.27138,Formadahyde,41.7,,41.7,10,397856,405877,8021,26873,215.55,0.75,0.5625,3.14,176.07,10.3,10.3,SLS 405,204,0.1,0.1,82.8,21,70,24,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,5,0,,0,0,0,0,,0,,0,,0,0,0,0,0,See hobo for temp; 16 lb weight,,,,,,,
33,1/26/2017,2:36:00 PM,1,2017,1,Carquinez Straight,Channel Surface,WSB,SB,38.058015,-122.268697,Formadahyde,29.4,35,32.2,10,284136,292312,8176,26873,219.71,0.75,0.5625,3.14,176.07,9.4,9.4,SLS 405,2909,1.6,1.7,59.6,22,na,na,5,28.39779633,399,2152.800259,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,1,0,,0,0,0,0,,0,,0,,0,0,3,0,0,,,,,,,,
70,2/10/2016,2:30:00 PM,2,2016,1,No name,Tidal Marsh,SB,SB,38.03733,-122.1061,,7.1,5.8,6.45,10,158006,266820,108814,26873,2924.16,0.75,0.5625,3.14,176.07,7.86,,,14598,8.48,9.5,105.6,,,,0,0,474,752.047347,0,0,,,0,,,,0,0,0,0,0,0,2,2,0,0,0,0,6,0,8,,0,,0,0,0,0,0,0,0,0,0,28,,,,,,,,,,,
36,1/27/2016,10:38:00 AM,1,2016,1,Benicia Flats,Shoal,WSB,SB,38.061148,-122.18218,,7.35,,7.35,10,,,,26873,,0.75,0.5625,3.14,176.07,,,,,,,,,,,0,0,22080,262457.7515,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
48,2/8/2016,10:14:00 AM,2,2016,1,Benicia Flats,Shoal,WSB,SB,38.049571,-122.16383,,5.3,5.6,5.45,10,,982210,,26873,0.00,0.75,0.5625,3.14,176.07,7.21,,,12463,8,8,19.4,,,,0,0,3504,41650.90404,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
50,2/8/2016,11:07:00 AM,2,2016,1,Benicia Flats,Shoal,WSB,SB,38.067121,-122.18587,,4.3,4.2,4.25,10,996635,2775,6140,26873,165.00,0.75,0.5625,3.14,176.07,7.52,,,13746,,8.9,16.6,,,,0,0,1102,30985.95177,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
65,2/10/2016,12:11:00 PM,2,2016,1,Grizzly Bay,Shoal,SB,SB,38.136557,-122.02758,,5.4,5,5.2,10,166848,,,26873,0.00,0.75,0.5625,3.14,176.07,8.55,,,3379,1.77,2,47.2,,,,4,22.71823706,1620,19256.41111,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
66,2/10/2016,12:41:00 PM,2,2016,1,Grizzly Bay,Shoal,SB,SB,38.104467,-121.99923,,7.2,6.6,6.9,10,166848,,,26873,0.00,0.75,0.5625,3.14,176.07,8.28,,,3015,1.57,1.8,48.8,,,,5,28.39779633,397,4719.00939,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,,0,,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,
67,2/10/2016,1:13:00 PM,2,2016,1,Grizzly Bay,Shoal,SB,SB,38.106994,-122.06683,,4.4,4.6,4.5,10,158006,,,26873,0.00,0.75,0.5625,3.14,176.07,8.24,,,4648,2.49,2.8,151.4,,,,88,499.8012154,2616,31095.53794,0,0,,,0,,,,0,0,0,0,0,0,0,8,0,0,0,0,0,0,56,,0,,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,
68,2/10/2016,1:41:00 PM,2,2016,1,Grizzly Bay,Shoal,SB,SB,38.076395,-122.10122,,4.1,8.4,6.25,10,158006,,,26873,0.00,0.75,0.5625,3.14,176.07,8.38,,,5455,2.95,3.3,66.2,,,,20,113.5911853,1352,16070.78261,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,,0,,0,0,0,0,0,0,0,0,0,28,,,,,,,,,,,
69,2/10/2016,2:07:00 PM,2,2016,1,No name,Shoal,SB,SB,38.040137,-122.10964,,5.3,5.1,5.2,10,158006,,,26873,0.00,0.75,0.5625,3.14,176.07,8.14,,,13035,7.65,8.4,58.4,,,,1,5.679559266,259,3078.648443,0,0,,,0,,,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,,0,,0,0,0,0,0,0,0,0,0,11,,,,,,,,,,,
72,2/10/2016,3:31:00 PM,2,2016,1,Pacheco,Shoal,SB,SB,38.050737,-122.052186,,4.9,4.4,4.65,10,,,,26873,0.00,0.75,0.5625,3.14,176.07,7.57,,,12588,6.99,8.1,33.5,,,,4,22.71823706,92,1093.573964,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,0,0,0,0,0,0,0,0,30,,,,,,,,,,,
74,2/11/2016,1:40:00 PM,2,2016,1,Honker Bay North,Shoal,SB,SB,38.081195,-121.91968,,7.5,10.9,9.2,10,,,,26873,0.00,0.75,0.5625,3.14,176.07,,,,,,,,,,,0,0,5,59.43336763,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
117,3/9/2016,11:48:00 AM,3,2016,1,Stake Point,Shoal,SB,SB,38.04843,-121.965079,,5.1,6.6,5.85,10,988791,3182,,26873,0.00,0.75,0.5625,3.14,176.07,9.7,,,880,0.44,0.5,17.2,,,,4,22.71823706,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,0,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
119,3/9/2016,12:53:00 PM,3,2016,1,Honker Bay,Shoal,SB,SB,38.063358,-121.933274,,8.1,8.1,8.1,10,17008,24413,7405,26873,198.99,0.75,0.5625,3.14,176.07,9.47,,,1073,0.52,0.6,29.3,,,,4,22.71823706,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,0,,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,
10,1/14/2016,11:26:00 AM,1,2016,1,Mullard Marsh,Shoal ,SB,SB,38.04783,-121.9728,,5.9,9.3,7.6,10,442501,445473,2972,26873,79.87,0.75,0.5625,3.14,176.07,4.93,,,12640,8.21,8.1,,,,,0,0,197,11443.76783,0,0,,,0,,,,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
71,2/10/2016,3:10:00 PM,2,2016,1,Ryer East,Tidal Marsh,SB,SB,38.08214,-122.01492,,4.1,19.1,11.6,10,,,,26873,0.00,0.75,0.5625,3.14,176.07,7.79,,,3607,1.92,2.1,46,,,,68,386.2100301,1464,17402.09004,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,,0,,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,
78,2/22/2016,10:07:00 AM,2,2016,1,No name,Tidal Marsh,SB,SB,38.035462,-122.110374,,6,6.9,6.45,10,289375,404481,115106,26873,3093.25,0.75,0.5625,3.14,176.07,8.43,,,11591,6.6,7.4,66.1,,,,0,0,215,322.472077,0,0,,,0,,,,0,0,0,0,0,0,7,0,6,0,0,0,0,0,86,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
60,2/8/2017,1:18:00 PM,2,2017,1,Benicia Channel,Channel Bottom,WSB,SB,38.034847,-122.156435,Formadahyde,25.4,29.4,27.4,10,,,,26873,0.00,0.75,0.5625,3.14,176.07,11.8,11.8,SLS 405,263,0.13,0.1,31.7,27,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,2,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
96,2/23/2017,9:05:00 AM,2,2017,1,Carquinez Straight,Channel Bottom,WSB,SB,38.059095,-122.270242,Formadahyde,33.5,33.8,33.7,10,60287,62712,2425,26873,65.17,0.75,0.5625,3.14,176.07,11.8,11.8,SLS 405,225,0.11,0.1,112.9,21.7,70,23,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,2,0,,0,0,0,0,,0,,0,,0,0,1,0,0,data sheet incorrectk says channel surface and time says 9:23; net at 28 ft bett,,,,,,,
104,2/23/2017,1:16:00 PM,2,2017,1,Petaluma River,Channel Bottom,SBP,San Pablo Bay,38.154692,-122.539628,Formadahyde,43.1,43.4,43.3,10,165876,166181,305,26873,8.20,0.75,0.5625,3.14,176.07,11.67,11.67,Regression,847,0.44,0.5,157.2,10.5,70,25,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,13,0,,0,0,0,0,,0,,5,,0,0,53,7,377.684256,,,,,,,,
107,2/23/2017,3:09:00 PM,2,2017,1,Carquinez Straight,Channel Bottom,WSB,SB,38.057933,-122.270372,Formadahyde,32.4,36,34.2,10,198500,199434,934,26873,25.10,0.75,0.5625,3.14,176.07,11.8,11.8,SLS 405,216,0.1,0.1,103.3,,65,25,1,5.679559266,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,11,0,,0,0,0,0,,0,,0,,0,0,1,1,53.95489371,2 ferries passed during final 2 minutes of towing,,,,,,,
127,3/6/2017,10:51:00 AM,3,2017,1,Broad slough,Channel Bottom,SB,SB,38.039768,-121.853067,Formadahyde,28.1,49.5,38.8,10,537538,538054,516,26873,13.87,0.75,0.5625,3.14,176.07,11.3,11.3,SLS 801,197,0.09,0.1,197,,60,20,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,10,0,,0,0,0,0,,0,,0,,0,0,0,1,53.95489371,2 8lb weights; hit bottom with net; 2 jars of fish,,,,,,,
9,1/24/2017,11:40:00 AM,1,2017,1,Suisun Channel,Channel Surface,SB,SB,38.059492,-122.038167,Formadahyde,28.7,40.7,34.7,10,991353,993405,2052,26873,55.14,0.75,0.5625,3.14,176.07,8.9,8.9,SLS 501,189,0.09,0.1,49.9,29,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,7,0,,0,0,0,0,,0,,0,,0,0,0,2,107.9097874,,,,,,,,
49,2/6/2017,3:46:00 PM,2,2017,1,Mouthball fleet,Channel Surface,SB,SB,38.086397,-122.070257,Formadahyde,30.8,,30.8,10,,424590,,26873,0.00,0.75,0.5625,3.14,176.07,9.4,9.4,SLS 418,228,0.11,0.1,30.2,18,na,na,2,11.35911853,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,12,0,,0,0,0,0,,0,,0,,0,0,0,0,0,; did not get start number,,,,,,,
168,3/10/2017,1:34:00 PM,3,2017,1,Channel,Channel Surface,SBP,San Pablo Bay,38.017542,-122.404128,Formadahyde,39.8,38.6,39.2,10,,882310,,26873,0.00,0.75,0.5625,3.14,176.07,14.88,14.88,Regression,9363,,5.9,12.8,60,,,0,0,46,248.1925111,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,2,0,3,0,,0,0,0,0,,0,,0,,0,0,1,0,0,,,,,,,,
5,1/17/2017,3:22:00 PM,1,2017,1,Petaluma River,Tidal Marsh,SBP,San Pablo Bay,38.151742,-122.537588,Formadahyde,8,12,10,10,974337,979954,5617,26873,150.95,0.75,0.5625,3.14,176.07,8.34,8.34,Regression,3774,1.97,2.2,117.7,8,na,na,1,5.679559266,28,151.0737024,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,24,0,,0,0,0,0,,0,,0,,0,0,34,12,647.4587245,,,,,,,,
6,1/24/2017,9:44:00 AM,1,2017,1,No Name,Tidal Marsh,SB,SB,38.035295,-122.106712,Formadahyde,8.1,7.6,7.9,10,979954,980573,619,26873,16.63,0.75,0.5625,3.14,176.07,9.3,9.3,SLS 411,608,0.3,0.3,89.6,19,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,22,0,,0,0,0,0,,0,,0,,0,0,1,10,539.5489371,Zoop net not sampling straight,,,,,,,
11,1/24/2017,1:10:00 PM,1,2017,1,Ryer Island,Tidal Marsh,SB,SB,38.086782,-122.018438,Formadahyde,3.9,5.8,4.9,10,998074,3064,4990,26873,134.10,0.75,0.5625,3.14,176.07,8.9,8.9,SLS 501,219,0.1,0.1,74.3,19,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,20,0,,0,0,0,0,,0,,0,,0,0,2,0,0,,,,,,,,
26,1/26/2017,10:13:00 AM,1,2017,1,Sonoma Marsh,Tidal Marsh,SBP,San Pablo Bay,38.186535,-122.422505,Formadahyde,6.8,5.4,6.1,10,190665,197443,6778,26873,182.15,0.75,0.5625,3.14,176.07,8.35,8.35,Regression,598,0.29,0.3,32,35,na,na,0,0,1,5.395489371,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,4,0,,0,0,0,0,,0,,0,,0,0,0,0,0,cannot read zoop numbers well; zoop numbers are wrong; zoop net a little crooked,,,,,,,
88,2/22/2017,9:51:00 AM,2,2017,1,Ryer Island,Tidal Marsh,SB,SB,38.074465,-122.009775,Formadahyde,15.4,15.5,15.5,10,955730,962301,6571,26873,176.58,0.75,0.5625,3.14,176.07,11.8,11.8,SLS 501,,0.08,,72,18,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,12,0,,0,0,0,0,,0,,0,,0,0,0,0,0,"YSI broken, no water quality data",,,,,,,
167,3/10/2017,12:52:00 PM,3,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,37.985447,-122.436115,Formadahyde,69.9,,69.9,10,854972,,,26873,0.00,0.75,0.5625,3.14,176.07,14.17,14.17,Regression,8489,,5.3,13,,*,*,0,0,18,97.11880868,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,6,0,,0,0,1,0,,0,,0,,0,0,24,0,0,surface along a front,,,,,,,
,3/29/2017,9:42:00 AM,3,2017,1,San Mateo Bridge East,Shoal,South Bay,South Bay,37.56946,-122.16956,,6.5,,6.5,10,662901,666925,104024,26873,2795.44,0.75,0.5625,3.14,176.07,15.04,,,23976,14.6,16.07674573,48.73,,,,0,0,5,,0,0,3,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,4,1,8,0,,0,0,0,0,0,0,0,0,0,0,0,23,,,,,,,,,,
115,3/8/2016,3:05:00 PM,3,2016,1,Wheeler,Tidal Marsh,SB,SB,38.08,-121.948154,,11.4,8.6,10,10.85,956747,974172,17425,26873,468.26,0.75,0.5625,3.14,206.7671572,9.6,,,3601,1.9,2.1,27.5,,,,1,4.836358025,3,29.72350945,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,
246,4/5/2017,12:42:00 PM,4,2017,2,Channel,Channel Surface,SBP,San Pablo Bay,38.025607,-122.372027,Formadahyde,43.4,44,43.7,11,409839,431534,21695,26873,583.01,0.75,0.5625,3.14,257.4354935,15.66,15.66,Regression,10247,5.82,6.5,8.48,61,,,0,0,7,27.19127772,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,3,1,1,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
160,4/5/2016,11:56:00 AM,4,2016,2,Sherman Island,Tidal Marsh,SB,SB,38.038481,-121.86259,,3.6,9.6,6.6,12.5,519190,534028,14838,26873,398.74,0.75,0.5625,3.14,176.0695023,11.62,,,252,0.12,0.1,21,54,,,0,0,0,0,1,0,,,0,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,0,,0,1,0,0,0,0,0,0,2,0,23,,,,,,,,,,
13,1/14/2016,1:48:00 PM,1,2016,1,Brown,Tidal Marsh,SB,SB,38.039142,-121.85886,,5.9,7,6.45,16,473763,496313,22550,26873,605.99,0.75,0.5625,3.14,267.5810269,4.99,,,6762,3.68,4.1,,,,,0,0,18,137.8089983,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
